id,text,lon,lat
PHHS-17SX05GP,"Frustrated with the experience in Baguio. A Check-Up took forever, staff felt rude, and the pharmacy line was slow. 😤 Sharing this for awareness.",120.86612569106516,16.368184887668836
PHHS-WG2SIYBJ,"Really impressed with the care I received in Dumaguete. Medicine Refill was very reassuring, and everyone was helpful. Sharing this for awareness.",122.9470001,9.356373998
PHHS-HBJGOI8D,Manila: Lab Tests at a telemedicine kiosk was manageable. Could be improved with better signage and scheduling.,120.89065606100957,14.67389883663747
PHHS-D5QRFDJR,Visited the outpatient department in Dipolog for blood pressure monitoring. Process was okay. 📝,123.4031536,8.494658091809212
PHHS-36LDF5II,"In Masbate City, a barangay health center handled lab tests in a surprisingly fast way. Super patient team. 💚",123.33540680610513,12.41441775864074
PHHS-FCWU2UVQ,"In Tuguegarao, a barangay health center handled medicine refill in a clear and straightforward way. Super efficient team. Hope it stays consistent.",121.65976428288384,17.54043191215143
PHHS-JVOUAEU5,Visited a rural health unit for pediatric consultation (in Vigan). Everything was average today.,120.30722936199192,17.50727171001805
PHHS-P5V1DD79,Olongapo visit update: the queue system is still dismissive. Tried to get a prenatal consult at a mobile health van and it wasted my whole day.,120.20909218264408,14.937587433472428
PHHS-G3IFDKNH,Vigan visit update: the appointment scheduling is still slow. Tried to get an X-ray request at a rural health unit and it wasted my whole day. Sharing this for awareness.,120.37833560188704,17.565425744864548
PHHS-SFOKDFTV,"Angry about a public hospital in Surigao City. Waited 3 hours for an X-ray request, and the facilities was unhelpful. 🫠 didn't make sense.",125.65965723100564,9.839858243127145
PHHS-1T9B50DU,Stopped at a rural health unit in Zamboanga City for a vaccination. Process was fine. 📌,122.15564085002062,6.879113423454565
PHHS-JXS2GLXQ,Stopped at a private clinic in Cabanatuan for PhilHealth-related processing. Process was routine. 📌 Posting in case it helps others.,120.87533113802375,15.444369507638928
PHHS-3ANBQFH4,"Still upset about a barangay health center in Vigan. Waited 6 hours for PhilHealth-related processing, and the waiting time was unclear. left me stressed.",76.77732008921467,28.28435854903058
PHHS-T411FKEB,"Grateful for a public hospital in Roxas City. Staff were respectful and professional, and pediatric consultation was very reassuring.",122.8244946665276,11.543415197119735
PHHS-Q32NFC43,Caloocan visit update: the pharmacy line is still slow. Tried to get a check-up at a telemedicine kiosk and it didn't make sense. Could be improved with better signage and scheduling.,120.95681969734872,14.442504966347215
PHHS-S74KKHAA,"In Lucena, a community vaccination site handled an X-ray request in a surprisingly fast way. Super professional team. ✅ The system needs more resources.",121.6252355845888,14.024210135048977
PHHS-FD2V7KHI,Naga visit update: the queue system is still confusing. Tried to get blood pressure monitoring at a barangay health center and it didn't make sense. ⚠️,123.1943533057245,13.755157880444877
PHHS-GE5Z9HYI,Visited a barangay health center for a check-up (in Tuguegarao). Everything was manageable today. Will monitor next visit.,-118.0172182,34.05691703142423
PHHS-6EDYE3X1,Baguio visit update: the queue system is still confusing. Tried to get PhilHealth-related processing at the outpatient department and it left me stressed. 😡 The system needs more resources.,103.2636838442178,1.065289741947569
PHHS-W9LG7SNT,"Shoutout to a rural health unit in Tagbilaran. Staff were organized and helpful, and an X-ray request was clear and straightforward. ✨ Hope it stays consistent.",123.91411669215518,9.561840863
PHHS-GKMXSJDU,"Honestly relieved by a public hospital in Cagayan de Oro. Staff were helpful and attentive, and a vaccination was well-managed. 🙏",124.58541706395783,8.360079883447865
PHHS-8TSBKTEI,Follow-up at the outpatient department for a check-up (in Malaybalay). Everything was okay today.,125.16363856120708,8.078766709
PHHS-QH43MXON,Cotabato City: Philhealth-Related Processing at a community vaccination site was manageable.,124.16588834775088,7.041156083758341
PHHS-ZHRPO2HM,"I can't believe a public hospital in Masbate City. Waited 5 hours for blood pressure monitoring, and the facilities was rude. was handled badly.",123.55707151683303,12.429057735250565
PHHS-S5K7FESI,"Big thanks for the care I received in Vigan. Blood Pressure Monitoring was very reassuring, and everyone was kind.",120.4589103057576,17.476247876888525
PHHS-DHY9ZGUB,Follow-up at a community vaccination site for dental service (in Laoag). Everything was routine today. ℹ️,-99.93359437,19.576127769938957
PHHS-AT17V30O,"Shoutout to the outpatient department in Lucena. Staff were attentive and efficient, and a vaccination was well-managed.",121.64174437365833,13.794950185558836
PHHS-G4DGPG9Q,"Dropped by a private clinic in Borongan for blood pressure monitoring. Process was standard. 😐 The staff looked overworked, but they tried.",125.43360695039708,11.632163812810056
PHHS-FYFIVCG7,Catarman visit update: the waiting time is still unhelpful. Tried to get lab tests at a public hospital and it was handled badly. Will monitor next visit.,124.75178168361514,12.533999543343974
PHHS-51D4H7UH,"In Lucena, a telemedicine kiosk handled a check-up in a surprisingly fast way. Super patient team. The staff looked overworked, but they tried.",121.49492822933917,13.817004242733448
PHHS-LRPSBERJ,"Had a terrible time with the experience in Tagbilaran. Pediatric Consultation took forever, staff felt chaotic, and the billing desk was slow. 😡 Could be improved with better signage and scheduling.",123.83169634964558,9.563049887
PHHS-T0WXDBCC,"Grateful for the care I received in Puerto Princesa. Philhealth-Related Processing was smooth and quick, and everyone was kind. 🙏 The system needs more resources.",-99.01288463,19.460045018107323
PHHS-I9RD1JH1,"I can't believe the experience in Surigao City. Lab Tests took forever, staff felt confusing, and the facilities was rude. 🫠 Posting in case it helps others.",-227.3052674,-131.2497151
PHHS-2SNEBGS8,"In Davao City, a telemedicine kiosk handled pediatric consultation in a better than expected way. Super professional team. 🙏 Not sure if it's a one-off.",125.4674550881766,7.214862682233297
PHHS-OK8K1A3Q,Dipolog visit update: the queue system is still slow. Tried to get a follow-up appointment at a mobile health van and it wasted my whole day. 😡 Could be improved with better signage and scheduling.,123.42495181596928,8.558500691469568
PHHS-J37CQUB6,"Honestly relieved by a barangay health center in Tacloban. Staff were kind and professional, and lab tests was better than expected.",125.21415486897158,11.231166594875264
PHHS-T5GIEPCH,Went to a private clinic in Puerto Princesa for a referral. Process was routine. 😐 Hope it stays consistent.,118.60760964679643,9.786025877446336
PHHS-FUR6VFW0,Stopped at a barangay health center in Cagayan de Oro for medicine refill. Process was routine. 📌 Will monitor next visit.,124.60539192798596,8.465057706462712
PHHS-5Z6XT1TI,"Had a terrible time with the experience in Bacolod. Philhealth-Related Processing took forever, staff felt rude, and the facilities was slow. ⚠️",122.90157088120505,10.865475303553522
PHHS-Z6BLHJRW,Quezon City: A Vaccination at a public hospital was routine.,121.10501982135077,14.719704632859626
PHHS-C79OBQKD,Laoag: A Check-Up at a community vaccination site was average.,140.09836517861126,35.70165536755479
PHHS-L4HGIBPL,Zamboanga City visit update: the facilities is still dismissive. Tried to get medicine refill at a community vaccination site and it felt like a mess. ⚠️,122.00286417473852,6.812457063
PHHS-7MXIG50D,Bacolod: A Prenatal Consult at a barangay health center was routine. 📝 Will monitor next visit.,122.9519124313071,10.663871923521304
PHHS-LUHANFKM,"I can't believe the experience in Tacloban. Philhealth-Related Processing took forever, staff felt unclear, and the pharmacy line was confusing. Could be improved with better signage and scheduling.",124.9471031485156,11.221929038701326
PHHS-6TB0JRQK,"I can't believe the experience in Pagadian. A Vaccination took forever, staff felt rude, and the follow-up instructions was unclear.",214.6043787162716,93.72079048903944
PHHS-NH0TTZVI,"San Fernando (Pampanga) visit update: the waiting time is still rude. Tried to get pediatric consultation at a telemedicine kiosk and it didn't make sense. The staff looked overworked, but they tried.",120.66406380130348,14.984672621040795
PHHS-H940R3Q0,Koronadal visit update: the triage process is still slow. Tried to get blood pressure monitoring at a rural health unit and it left me stressed.,124.93977790059871,6.6802435275933485
PHHS-PIX0E9MJ,Follow-up at the outpatient department for a check-up (in Malaybalay). Everything was standard today. Sharing this for awareness.,125.22407513166551,8.229865005080518
PHHS-YUFCP64R,Visited the outpatient department in Koronadal for a referral. Process was manageable.,124.96724281336397,6.518420772537585
PHHS-JR7NQ9IZ,"In Cagayan de Oro, a telemedicine kiosk handled a follow-up appointment in a clear and straightforward way. Super attentive team.",124.63850448999638,8.562909916883124
PHHS-ZDHUX35W,"Appreciate a mobile health van in Masbate City. Staff were professional and warm, and PhilHealth-related processing was better than expected.",123.50936796360836,12.37122649591881
PHHS-4VJZJ7QW,"Appreciate an ER triage area in Tuguegarao. Staff were attentive and patient, and a referral was surprisingly fast. ✅",121.84959946927336,17.552611517352922
PHHS-R4RNEG6Z,"Honestly relieved by the care I received in Puerto Princesa. A Vaccination was very reassuring, and everyone was respectful. 🙏",118.81024549198328,9.848046555825029
PHHS-6V9KC35L,"I can't believe the experience in Iloilo City. A Referral took forever, staff felt chaotic, and the follow-up instructions was overcrowded. ❌ Will monitor next visit.",122.4673621256146,10.689965476216369
PHHS-FAI9EABX,"Still upset about a mobile health van in Legazpi. Waited 5 hours for a prenatal consult, and the follow-up instructions was chaotic. was handled badly.",123.72557862390023,13.122204961291894
PHHS-WKLVMD0A,"Really impressed with an ER triage area in Manila. Staff were organized and professional, and an X-ray request was well-managed. 💚",120.77444298300222,14.443901416942152
PHHS-BIYGPKEW,"Honestly relieved by a community vaccination site in Vigan. Staff were respectful and organized, and pediatric consultation was very reassuring. Sharing this for awareness.",120.44767576354654,17.569347096710867
PHHS-87GETAFV,"Grateful for the care I received in Butuan. A Prenatal Consult was clear and straightforward, and everyone was warm. 💚 Sharing this for awareness.",125.68805359124782,8.96302216
PHHS-GSP1J8HB,Surigao City visit update: the follow-up instructions is still poorly managed. Tried to get a referral at a community vaccination site and it wasted my whole day. 🫠,125.60679446887914,9.816986690694923
PHHS-OYKXJM9I,"Still upset about a barangay health center in Cagayan de Oro. Waited 2 hours for lab tests, and the triage process was overcrowded. ❌ was exhausting. The staff looked overworked, but they tried.",124.54773185796172,8.455785348
PHHS-2KZ58C14,"Angry about a barangay health center in Butuan. Waited 6 hours for lab tests, and the staff coordination was confusing. 🫠 wasted my whole day.",125.79306717245724,8.962361243403535
PHHS-9OUKCCNH,Visited a telemedicine kiosk for a follow-up appointment (in Surigao City). Everything was okay today.,125.47630355304308,9.791050308604497
PHHS-PNN10E6V,Olongapo: Pediatric Consultation at a public hospital was fine. 😐 Posting in case it helps others.,120.27089844207094,14.823676727194258
PHHS-RS1GEA5D,"Not okay with a private clinic in Tagbilaran. Waited 6 hours for PhilHealth-related processing, and the waiting time was overcrowded. 🫠 felt like a mess. The system needs more resources.",123.98741539378426,9.682852839413776
PHHS-DYLMT8HQ,Follow-up at the outpatient department for pediatric consultation (in Zamboanga City). Everything was standard today. Could be improved with better signage and scheduling.,122.15881784832318,7.070961142597712
PHHS-UV0HJ7IW,Cotabato City: An X-Ray Request at a rural health unit was routine. 📌,124.2426288771307,7.207749153258853
PHHS-69EX31V5,"I can't believe a community vaccination site in Roxas City. Waited 5 hours for an X-ray request, and the follow-up instructions was slow. was handled badly.",122.77040945940816,11.603637857754356
PHHS-PFMH8MEI,Quezon City visit update: the appointment scheduling is still unclear. Tried to get a referral at a barangay health center and it left me stressed.,121.0057149781694,14.566502524004411
PHHS-5HJ439Y1,"Still upset about the experience in Tuguegarao. A Follow-Up Appointment took forever, staff felt overcrowded, and the staff coordination was overcrowded.",121.69481326350896,17.43707232869511
PHHS-0Y41TM7D,Dropped by a telemedicine kiosk for lab tests (in Manila). Everything was manageable today.,120.85550738063117,14.43024575212751
PHHS-CCPGG935,Malaybalay visit update: the staff coordination is still overcrowded. Tried to get pediatric consultation at a telemedicine kiosk and it didn't make sense. 😡,151.2271009862746,-33.79928326
PHHS-JW9QZSJ7,"Angry about a barangay health center in Dipolog. Waited 3 hours for medicine refill, and the pharmacy line was rude. didn't make sense.",192.89126837892465,118.98485125502954
PHHS-PR1WBT1P,"I can't believe an ER triage area in Masbate City. Waited 6 hours for PhilHealth-related processing, and the billing desk was confusing. was handled badly. Sharing this for awareness.",123.59767745005222,12.388818755553052
PHHS-PYDTKN5L,Balanga visit update: the staff coordination is still rude. Tried to get lab tests at a community vaccination site and it felt like a mess. 😤,120.52174023319878,14.645143618069952
PHHS-3PBWDA9M,Checked in at a private clinic for a check-up (in Tagbilaran). Everything was okay today. 😐 Not sure if it's a one-off.,76.80380517660915,28.400436319359564
PHHS-W84GTKSA,"Angry about the experience in Olongapo. Pediatric Consultation took forever, staff felt overcrowded, and the triage process was unclear. Not sure if it's a one-off.",120.2119369013586,14.82732832639904
PHHS-836S58X8,"In Cebu City, a community vaccination site handled a vaccination in a smooth and quick way. Super professional team.",123.70801123963987,10.420365184184917
PHHS-OYJ4M1YY,"In Malaybalay, a telemedicine kiosk handled dental service in a better than expected way. Super attentive team. ✨ The staff looked overworked, but they tried.",124.91044270712344,7.9267908577927955
PHHS-I77445NB,"In Cotabato City, a community vaccination site handled dental service in a better than expected way. Super efficient team. Hope it stays consistent.",124.19217189212016,7.26613073
PHHS-U3MRWLKH,"In Laoag, a community vaccination site handled a check-up in a very reassuring way. Super patient team. Hope it stays consistent.",-252.9991523,-130.2557742
PHHS-L8IZJSHK,"In Dumaguete, a rural health unit handled pediatric consultation in a very reassuring way. Super attentive team.",123.26586902705368,9.229568262
PHHS-U10Q08YG,Koronadal visit update: the staff coordination is still rude. Tried to get pediatric consultation at a community vaccination site and it left me stressed.,124.9474680232148,6.520373566166171
PHHS-AIJEEPCZ,Quezon City visit update: the pharmacy line is still confusing. Tried to get medicine refill at a community vaccination site and it left me stressed.,-259.138049,-135.1788438
PHHS-1UHNOVWW,Borongan: Medicine Refill at a private clinic was manageable.,125.52203718052328,11.50987184819748
PHHS-SFACN59F,"Really impressed with the care I received in Cabanatuan. A Referral was smooth and quick, and everyone was organized. Could be improved with better signage and scheduling.",121.12048686388404,15.580610773698998
PHHS-2UAQM493,Went to a rural health unit for a check-up (in Quezon City). Everything was average today. 📝,120.97376135859712,14.741619096054416
PHHS-3KQC8VVS,Dropped by a private clinic for PhilHealth-related processing (in Surigao City). Everything was average today. Could be improved with better signage and scheduling.,-258.7169512,-117.0284115
PHHS-6IOP5YCY,Checked in at a mobile health van for an X-ray request (in Pagadian). Everything was fine today. 📝,123.68279512289386,7.788317728466131
PHHS-ZXUQ4ZWU,"Honestly relieved by the care I received in Pagadian. A Prenatal Consult was better than expected, and everyone was kind. ✨",123.45845784197849,7.751020687350977
PHHS-W3RT2KT0,"Shoutout to the care I received in Pagadian. An X-Ray Request was clear and straightforward, and everyone was organized. ✅",123.3618991181864,7.856868880102901
PHHS-HK6ZMOST,"So disappointed in the experience in Tuguegarao. Medicine Refill took forever, staff felt rude, and the pharmacy line was rude. 😡 Will monitor next visit.",121.66596780655377,17.674876589236714
PHHS-8WTS6TS6,Went to a barangay health center in Bacolod for medicine refill. Process was okay.,122.9740629331504,10.749824870219642
PHHS-8I8FMWBH,Dropped by a telemedicine kiosk for blood pressure monitoring (in Butuan). Everything was manageable today. 📌 Posting in case it helps others.,125.40232741531348,8.910816293
PHHS-F5CNQA99,Malaybalay: Medicine Refill at an ER triage area was routine. The system needs more resources.,125.28759770682224,8.248923652443018
PHHS-VLKLLTK9,"Honestly relieved by the care I received in Koronadal. A Referral was well-managed, and everyone was helpful. 🙏",124.91234927142077,6.530880732650981
PHHS-T8ZIN5IR,"Appreciate a barangay health center in Tuguegarao. Staff were warm and kind, and a vaccination was well-managed. 🙏",121.67018254636668,17.595105945720704
PHHS-NA4IPM9L,"Had a terrible time with an ER triage area in Masbate City. Waited 1 hours for dental service, and the billing desk was rude. wasted my whole day.",55.012420734100246,25.080950761236835
PHHS-BFHAZNK2,"Angry about a private clinic in Tacloban. Waited 6 hours for a vaccination, and the pharmacy line was slow. 😡 didn't make sense.",151.51015054164813,-33.69051845
PHHS-3A38L60J,"In Borongan, an ER triage area handled a referral in a surprisingly fast way. Super efficient team. 🙏 Will monitor next visit.",106.60809133927364,-6.989826832
PHHS-S0TTRM7C,"Still upset about a barangay health center in Iloilo City. Waited 4 hours for a referral, and the follow-up instructions was unhelpful. 😡 wasted my whole day.",122.7153964106344,10.719276676304908
PHHS-MVIDD5WI,Dropped by a public hospital in Manila for lab tests. Process was fine.,120.97936327586696,14.585872999646403
PHHS-SG2ZWVHO,"Still upset about a mobile health van in Koronadal. Waited 3 hours for a check-up, and the appointment scheduling was slow. 🫠 left me stressed. Will monitor next visit.",-117.9808878,34.02551856572415
PHHS-4BJI9L9J,"Big thanks for a mobile health van in Sorsogon City. Staff were attentive and patient, and an X-ray request was clear and straightforward.",140.3839837583975,35.583500495391085
PHHS-N8AKWLJD,Tacloban visit update: the queue system is still poorly managed. Tried to get PhilHealth-related processing at an ER triage area and it didn't make sense. Could be improved with better signage and scheduling.,124.97222675964726,11.298431705309156
PHHS-EZI2SV29,"I can't believe the experience in Dipolog. A Vaccination took forever, staff felt poorly managed, and the staff coordination was poorly managed.",123.3170261884859,8.612718461875483
PHHS-P9JWAZUW,Visited the outpatient department for a vaccination (in Davao City). Everything was okay today. ℹ️ Will monitor next visit.,125.45536594334848,7.294289283631023
PHHS-JJWOAEL6,"Frustrated with the experience in Puerto Princesa. A Prenatal Consult took forever, staff felt slow, and the triage process was unclear. 😤",107.1029698491264,-5.890112747
PHHS-CPYRMO61,"Angry about a telemedicine kiosk in Cagayan de Oro. Waited 6 hours for medicine refill, and the appointment scheduling was poorly managed. didn't make sense. Not sure if it's a one-off.",228.02793416558563,98.15624164178996
PHHS-K5WAMYJ1,"Grateful for the care I received in Dipolog. Medicine Refill was well-managed, and everyone was warm.",123.48405539282976,8.645974096191296
PHHS-2CNACFD5,Follow-up at an ER triage area for lab tests (in Borongan). Everything was okay today. Not sure if it's a one-off.,125.35425689798278,11.52808164811353
PHHS-2TC9QQWD,"Grateful for a private clinic in Koronadal. Staff were kind and warm, and a vaccination was well-managed.",125.02279821593956,6.483802526
PHHS-EO5SIIXV,Baguio visit update: the billing desk is still unhelpful. Tried to get PhilHealth-related processing at a barangay health center and it left me stressed. Sharing this for awareness.,120.64606324697074,16.411875918427658
PHHS-13OSKYTC,"I can't believe the experience in Manila. Lab Tests took forever, staff felt slow, and the billing desk was overcrowded.",121.07790621536697,14.63528562
PHHS-BPW5DGBU,Tagbilaran visit update: the pharmacy line is still unhelpful. Tried to get a prenatal consult at a mobile health van and it was exhausting. 😤,123.90813176319168,9.443708350121687
PHHS-5J3NF6M8,Went to a rural health unit for PhilHealth-related processing (in Laoag). Everything was average today.,120.67263949697082,18.153217859439277
PHHS-ZEVBGSNZ,"Really impressed with a public hospital in Davao City. Staff were professional and organized, and a check-up was very reassuring. 🙏 Hope it stays consistent.",125.5726659097792,7.0392277708056525
PHHS-HQVCG6W1,"Angry about a public hospital in Zamboanga City. Waited 3 hours for a follow-up appointment, and the billing desk was overcrowded. ❌ left me stressed.",122.0474305747376,6.915264946365931
PHHS-ZTKMNEMG,Puerto Princesa: An X-Ray Request at a mobile health van was standard. Will monitor next visit.,118.87432824486945,9.774375159
PHHS-YVEJTBRD,Checked in at an ER triage area in Dumaguete for a referral. Process was standard.,123.26649606742129,9.286685855729212
PHHS-WW62S2SZ,"Not okay with the experience in Tagbilaran. A Follow-Up Appointment took forever, staff felt unhelpful, and the staff coordination was rude. Posting in case it helps others.",123.67873901972304,9.658549227840242
PHHS-0O4HJI58,"In Sorsogon City, a community vaccination site handled a referral in a well-managed way. Super professional team. 🙏 Will monitor next visit.",123.87161780669943,12.820008947775442
PHHS-RH6LZZ7L,"So disappointed in the experience in Lucena. Pediatric Consultation took forever, staff felt rude, and the staff coordination was unclear. ⚠️",121.7431025567832,13.95358228113772
PHHS-LX89CZYP,Tacloban visit update: the billing desk is still unclear. Tried to get medicine refill at an ER triage area and it felt like a mess.,103.53841274724525,1.8136663591555944
PHHS-TTE0CFE6,"In San Fernando (Pampanga), a public hospital handled a vaccination in a well-managed way. Super helpful team.",184.5277021482426,128.69150344935636
PHHS-ROZIAMVD,"Grateful for the care I received in Borongan. A Vaccination was smooth and quick, and everyone was respectful. ✅ The system needs more resources.",125.3580729646142,11.594353577097843
PHHS-SVWPCUF2,"Shoutout to a mobile health van in Bacolod. Staff were compassionate and professional, and dental service was very reassuring. ✨ The system needs more resources.",123.05492660385848,10.884495638498745
PHHS-5U49JMY4,Visited a community vaccination site in Zamboanga City for pediatric consultation. Process was manageable. ℹ️,-99.13046432,19.307088665282063
PHHS-QDJDS65B,"Happy with a barangay health center in Laoag. Staff were respectful and professional, and dental service was smooth and quick. ✅",76.79251880567007,28.122111838659777
PHHS-X7LYA28R,"Not okay with a telemedicine kiosk in Cagayan de Oro. Waited 4 hours for lab tests, and the queue system was chaotic. 😡 didn't make sense. Not sure if it's a one-off.",124.67595577732853,8.435037457
PHHS-HJ9P6H6T,"So disappointed in the experience in Masbate City. A Vaccination took forever, staff felt poorly managed, and the pharmacy line was slow. 😤 The staff looked overworked, but they tried.",123.61933617894908,12.484360956638948
PHHS-YY7Q6PEJ,"I can't believe the experience in Bacolod. A Check-Up took forever, staff felt dismissive, and the follow-up instructions was rude.",2.247077942241832,49.08601048693612
PHHS-9WOEJG3L,Stopped at the outpatient department for a referral (in Olongapo). Everything was fine today. ℹ️,120.2022275373867,14.88172513337332
PHHS-RGOXIZ7R,"In General Santos, a public hospital handled dental service in a surprisingly fast way. Super attentive team. ✨",125.22151402601595,6.147244101696274
PHHS-09KF5BCE,Tuguegarao: Pediatric Consultation at a private clinic was standard. Hope it stays consistent.,121.59608850444938,17.679557023979875
PHHS-QUM94G3M,Balanga: A Prenatal Consult at a telemedicine kiosk was average. 📝,120.54210441757203,14.71873573601824
PHHS-01ZRBHJK,Roxas City: An X-Ray Request at a mobile health van was okay.,122.75691235376402,11.650919727327524
PHHS-XPAPVSLV,Went to a private clinic for a follow-up appointment (in Cabanatuan). Everything was okay today.,121.03843520818796,15.53839461
PHHS-O6SMDPR2,"In Cagayan de Oro, a private clinic handled medicine refill in a better than expected way. Super organized team. 💚",124.58831154749298,8.509124543850737
PHHS-VTSYKTRK,Olongapo: Dental Service at a community vaccination site was routine. ℹ️ Will monitor next visit.,120.1478893063163,14.878702990257358
PHHS-IKAOOVHO,Puerto Princesa: A Check-Up at a telemedicine kiosk was standard.,118.76160821582928,9.740044564410764
PHHS-FNWCW1T2,"Big thanks for the care I received in Caloocan. Dental Service was very reassuring, and everyone was helpful. ✅",120.98271553549591,14.51623639898548
PHHS-WFH7FNZZ,"Still upset about a community vaccination site in Surigao City. Waited 6 hours for a prenatal consult, and the triage process was unclear. 😤 didn't make sense.",125.39967694809332,9.560357726267927
PHHS-F0TDZYY7,"Masbate City visit update: the pharmacy line is still slow. Tried to get dental service at a mobile health van and it felt like a mess. ⚠️ The staff looked overworked, but they tried.",123.7008015332502,12.388765033399764
PHHS-H2WAFGTC,Iloilo City visit update: the appointment scheduling is still unhelpful. Tried to get PhilHealth-related processing at the outpatient department and it left me stressed. Hope it stays consistent.,122.4690663072008,10.467901383801424
PHHS-0SFG9P9X,Cabanatuan visit update: the follow-up instructions is still dismissive. Tried to get an X-ray request at an ER triage area and it didn't make sense. ⚠️ Posting in case it helps others.,120.97359795124368,15.380524819992692
PHHS-JQJITB3T,"Big thanks for a private clinic in Tagbilaran. Staff were respectful and kind, and blood pressure monitoring was very reassuring. ✅",123.75187304194534,9.611528122759989
PHHS-FJZBRORE,"Had a terrible time with an ER triage area in Cagayan de Oro. Waited 6 hours for a referral, and the facilities was unhelpful. ⚠️ didn't make sense. Hope it stays consistent.",124.6821131652602,8.452732452495116
PHHS-00RLSCYN,"Frustrated with the experience in Puerto Princesa. A Check-Up took forever, staff felt dismissive, and the waiting time was unhelpful.",118.77959420600558,9.908423678775485
PHHS-IH5Y0Y03,Tuguegarao visit update: the staff coordination is still poorly managed. Tried to get a referral at a rural health unit and it wasted my whole day.,121.61725713227744,17.477894795112622
PHHS-07KWH9B8,Laoag visit update: the triage process is still chaotic. Tried to get a vaccination at a public hospital and it didn't make sense.,120.71080050395231,18.221263198518084
PHHS-OX2YW6TE,"So disappointed in the experience in Catarman. A Follow-Up Appointment took forever, staff felt rude, and the staff coordination was overcrowded. 😡 Sharing this for awareness.",124.55228733504966,12.525763839945448
PHHS-D5BJYXQX,"Appreciate a public hospital in General Santos. Staff were patient and organized, and an X-ray request was better than expected. The staff looked overworked, but they tried.",107.0420649109592,-5.440938077
PHHS-YF5WLPID,"Angry about the experience in Roxas City. An X-Ray Request took forever, staff felt rude, and the pharmacy line was confusing. ❌",122.80833886775052,11.28844294801881
PHHS-OMTU81B3,Checked in at a rural health unit for blood pressure monitoring (in Manila). Everything was routine today. Sharing this for awareness.,121.0836926634044,14.563690833329131
PHHS-KKD2B5F2,"Frustrated with the experience in Sorsogon City. Blood Pressure Monitoring took forever, staff felt poorly managed, and the appointment scheduling was overcrowded. Will monitor next visit.",124.03601269288592,12.907902761748169
PHHS-75ENMOAY,"Really impressed with a mobile health van in Cebu City. Staff were organized and attentive, and a prenatal consult was clear and straightforward. 🙏 Could be improved with better signage and scheduling.",123.79751831005336,10.265871921709554
PHHS-EE6PLUAW,General Santos: Lab Tests at an ER triage area was routine. 📝,124.86329381642248,6.054238490527682
PHHS-GK78UNOU,"In Butuan, a private clinic handled lab tests in a well-managed way. Super kind team. ✨",151.50082841330956,-33.29839977
